Data;Województwo;Przypadki narastająco
17.08.2020;Łódzkie;4643
17.08.2020;Małopolskie;5568
17.08.2020;Mazowieckie;7983
17.08.2020;Opolskie;1441
17.08.2020;Podkarpackie;1878
17.08.2020;Podlaskie;1147
17.08.2020;Pomorskie;1626
17.08.2020;Śląskie;18874
17.08.2020;Świętokrzyskie;1182
17.08.2020;Warmińsko-mazurskie;623
17.08.2020;Wielkopolskie;4773
17.08.2020;Zachodniopomorskie;980
18.08.2020;Dolnośląskie;3721
18.08.2020;Kujawsko-pomorskie;1033
18.08.2020;Lubelskie;1287
18.08.2020;Lubuskie;603
18.08.2020;Łódzkie;4691
18.08.2020;Małopolskie;5698
18.08.2020;Mazowieckie;8045
18.08.2020;Opolskie;1456
18.08.2020;Podkarpackie;1917
18.08.2020;Podlaskie;1157
18.08.2020;Pomorskie;1677
18.08.2020;Śląskie;18959
18.08.2020;Świętokrzyskie;1190
18.08.2020;Warmińsko-mazurskie;631
18.08.2020;Wielkopolskie;4815
18.08.2020;Zachodniopomorskie;996
19.08.2020;Dolnośląskie;3752
19.08.2020;Kujawsko-pomorskie;1050
19.08.2020;Lubelskie;1315
19.08.2020;Lubuskie;611
19.08.2020;Łódzkie;4722
19.08.2020;Małopolskie;5838
19.08.2020;Mazowieckie;8171
19.08.2020;Opolskie;1468
19.08.2020;Podkarpackie;1950
19.08.2020;Podlaskie;1165
19.08.2020;Pomorskie;1737
19.08.2020;Śląskie;19119
19.08.2020;Świętokrzyskie;1194
19.08.2020;Warmińsko-mazurskie;652
19.08.2020;Wielkopolskie;4858
19.08.2020;Zachodniopomorskie;1009
20.08.2020;Dolnośląskie;3773
20.08.2020;Kujawsko-pomorskie;1071
20.08.2020;Lubelskie;1331
20.08.2020;Lubuskie;619
20.08.2020;Łódzkie;4766
20.08.2020;Małopolskie;5989
20.08.2020;Mazowieckie;8267
20.08.2020;Opolskie;1476
20.08.2020;Podkarpackie;1976
20.08.2020;Podlaskie;1177
20.08.2020;Pomorskie;1805
20.08.2020;Śląskie;19295
20.08.2020;Świętokrzyskie;1209
20.08.2020;Warmińsko-mazurskie;665
20.08.2020;Wielkopolskie;4938
20.08.2020;Zachodniopomorskie;1021
21.08.2020;Dolnośląskie;3803
21.08.2020;Kujawsko-pomorskie;1102
21.08.2020;Lubelskie;1352
21.08.2020;Lubuskie;620
21.08.2020;Łódzkie;4815
21.08.2020;Małopolskie;6145
21.08.2020;Mazowieckie;8413
21.08.2020;Opolskie;1501
21.08.2020;Podkarpackie;2022
21.08.2020;Podlaskie;1183
21.08.2020;Pomorskie;1894
21.08.2020;Śląskie;19463
21.08.2020;Świętokrzyskie;1231
21.08.2020;Warmińsko-mazurskie;695
21.08.2020;Wielkopolskie;5015
21.08.2020;Zachodniopomorskie;1027
22.08.2020;Dolnośląskie;3834
22.08.2020;Kujawsko-pomorskie;1120
22.08.2020;Lubelskie;1375
22.08.2020;Lubuskie;625
22.08.2020;Łódzkie;4888
22.08.2020;Małopolskie;6338
22.08.2020;Mazowieckie;8563
22.08.2020;Opolskie;1530
22.08.2020;Podkarpackie;2054
22.08.2020;Podlaskie;1190
22.08.2020;Pomorskie;1959
22.08.2020;Śląskie;19616
22.08.2020;Świętokrzyskie;1242
22.08.2020;Warmińsko-mazurskie;713
22.08.2020;Wielkopolskie;5096
22.08.2020;Zachodniopomorskie;1038
23.08.2020;Dolnośląskie;3858
23.08.2020;Kujawsko-pomorskie;1126
23.08.2020;Lubelskie;1387
23.08.2020;Lubuskie;629
23.08.2020;Łódzkie;4955
23.08.2020;Małopolskie;6436
23.08.2020;Mazowieckie;8612
23.08.2020;Opolskie;1535
23.08.2020;Podkarpackie;2099
23.08.2020;Podlaskie;1196
23.08.2020;Pomorskie;2045
23.08.2020;Śląskie;19713
23.08.2020;Świętokrzyskie;1250
23.08.2020;Warmińsko-mazurskie;738
23.08.2020;Wielkopolskie;5142
23.08.2020;Zachodniopomorskie;1041
24.08.2020;Dolnośląskie;3878
24.08.2020;Kujawsko-pomorskie;1153
24.08.2020;Lubelskie;1394
24.08.2020;Lubuskie;629
24.08.2020;Łódzkie;5026
24.08.2020;Małopolskie;6497
24.08.2020;Mazowieckie;8666
24.08.2020;Opolskie;1545
24.08.2020;Podkarpackie;2120
24.08.2020;Podlaskie;1204
24.08.2020;Pomorskie;2105
24.08.2020;Śląskie;19811
24.08.2020;Świętokrzyskie;1303
24.08.2020;Warmińsko-mazurskie;739
24.08.2020;Wielkopolskie;5195
24.08.2020;Zachodniopomorskie;1045
25.08.2020;Dolnośląskie;3922
25.08.2020;Kujawsko-pomorskie;1183
25.08.2020;Lubelskie;1423
25.08.2020;Lubuskie;635
25.08.2020;Łódzkie;5076
25.08.2020;Małopolskie;6638
25.08.2020;Mazowieckie;8765
25.08.2020;Opolskie;1555
25.08.2020;Podkarpackie;2179
25.08.2020;Podlaskie;1232
25.08.2020;Pomorskie;2198
25.08.2020;Śląskie;19900
25.08.2020;Świętokrzyskie;1323
25.08.2020;Warmińsko-mazurskie;760
25.08.2020;Wielkopolskie;5227
25.08.2020;Zachodniopomorskie;1057
26.08.2020;Dolnośląskie;3937
26.08.2020;Kujawsko-pomorskie;1206
26.08.2020;Lubelskie;1443
26.08.2020;Lubuskie;639
26.08.2020;Łódzkie;5110
26.08.2020;Małopolskie;6756
26.08.2020;Mazowieckie;8871
26.08.2020;Opolskie;1572
26.08.2020;Podkarpackie;2228
26.08.2020;Podlaskie;1245
26.08.2020;Pomorskie;2258
26.08.2020;Śląskie;20014
26.08.2020;Świętokrzyskie;1343
26.08.2020;Warmińsko-mazurskie;784
26.08.2020;Wielkopolskie;5321
26.08.2020;Zachodniopomorskie;1075
27.08.2020;Dolnośląskie;3965
27.08.2020;Kujawsko-pomorskie;1230
27.08.2020;Lubelskie;1457
27.08.2020;Lubuskie;651
27.08.2020;Łódzkie;5157
27.08.2020;Małopolskie;6989
27.08.2020;Mazowieckie;8978
27.08.2020;Opolskie;1588
27.08.2020;Podkarpackie;2261
27.08.2020;Podlaskie;1257
27.08.2020;Pomorskie;2329
27.08.2020;Śląskie;20132
27.08.2020;Świętokrzyskie;1361
27.08.2020;Warmińsko-mazurskie;835
27.08.2020;Wielkopolskie;5413
27.08.2020;Zachodniopomorskie;1086
28.08.2020;Dolnośląskie;3995
28.08.2020;Kujawsko-pomorskie;1268
28.08.2020;Lubelskie;1484
28.08.2020;Lubuskie;660
28.08.2020;Łódzkie;5196
28.08.2020;Małopolskie;7128
28.08.2020;Mazowieckie;9108
28.08.2020;Opolskie;1603
28.08.2020;Podkarpackie;2331
28.08.2020;Podlaskie;1262
28.08.2020;Pomorskie;2371
28.08.2020;Śląskie;20236
28.08.2020;Świętokrzyskie;1380
28.08.2020;Warmińsko-mazurskie;857
28.08.2020;Wielkopolskie;5505
28.08.2020;Zachodniopomorskie;1096
29.08.2020;Dolnośląskie;4039
29.08.2020;Kujawsko-pomorskie;1291
29.08.2020;Lubelskie;1500
29.08.2020;Lubuskie;672
29.08.2020;Łódzkie;5230
29.08.2020;Małopolskie;7256
29.08.2020;Mazowieckie;9248
29.08.2020;Opolskie;1611
29.08.2020;Podkarpackie;2373
29.08.2020;Podlaskie;1286
29.08.2020;Pomorskie;2416
29.08.2020;Śląskie;20331
29.08.2020;Świętokrzyskie;1407
29.08.2020;Warmińsko-mazurskie;871
29.08.2020;Wielkopolskie;5601
29.08.2020;Zachodniopomorskie;1107
30.08.2020;Dolnośląskie;4049
30.08.2020;Kujawsko-pomorskie;1313
30.08.2020;Lubelskie;1569
30.08.2020;Lubuskie;689
30.08.2020;Łódzkie;5263
30.08.2020;Małopolskie;7409
30.08.2020;Mazowieckie;9295
30.08.2020;Opolskie;1619
30.08.2020;Podkarpackie;2403
30.08.2020;Podlaskie;1290
30.08.2020;Pomorskie;2469
30.08.2020;Śląskie;20417
30.08.2020;Świętokrzyskie;1413
30.08.2020;Warmińsko-mazurskie;888
30.08.2020;Wielkopolskie;5669
30.08.2020;Zachodniopomorskie;1115
31.08.2020;Dolnośląskie;4059
31.08.2020;Kujawsko-pomorskie;1333
31.08.2020;Lubelskie;1587
31.08.2020;Lubuskie;697
31.08.2020;Łódzkie;5295
31.08.2020;Małopolskie;7488
31.08.2020;Mazowieckie;9370
31.08.2020;Opolskie;1630
31.08.2020;Podkarpackie;2435
31.08.2020;Podlaskie;1299
31.08.2020;Pomorskie;2544
31.08.2020;Śląskie;20494
31.08.2020;Świętokrzyskie;1427
31.08.2020;Warmińsko-mazurskie;890
31.08.2020;Wielkopolskie;5699
31.08.2020;Zachodniopomorskie;1125
01.09.2020;Dolnośląskie;4094
01.09.2020;Kujawsko-pomorskie;1368
01.09.2020;Lubelskie;1600
01.09.2020;Lubuskie;706
01.09.2020;Łódzkie;5326
01.09.2020;Małopolskie;7624
01.09.2020;Mazowieckie;9459
01.09.2020;Opolskie;1644
01.09.2020;Podkarpackie;2461
01.09.2020;Podlaskie;1309
01.09.2020;Pomorskie;2578
01.09.2020;Śląskie;20547
01.09.2020;Świętokrzyskie;1443
01.09.2020;Warmińsko-mazurskie;902
01.09.2020;Wielkopolskie;5729
01.09.2020;Zachodniopomorskie;1132
02.09.2020;Dolnośląskie;4107
02.09.2020;Kujawsko-pomorskie;1384
02.09.2020;Lubelskie;1619
02.09.2020;Lubuskie;715
02.09.2020;Łódzkie;5360
02.09.2020;Małopolskie;7738
02.09.2020;Mazowieckie;9592
02.09.2020;Opolskie;1652
02.09.2020;Podkarpackie;2507
02.09.2020;Podlaskie;1316
02.09.2020;Pomorskie;2620
02.09.2020;Śląskie;20610
02.09.2020;Świętokrzyskie;1458
02.09.2020;Warmińsko-mazurskie;921
02.09.2020;Wielkopolskie;5782
02.09.2020;Zachodniopomorskie;1136
03.09.2020;Dolnośląskie;4131
03.09.2020;Kujawsko-pomorskie;1417
03.09.2020;Lubelskie;1659
03.09.2020;Lubuskie;722
03.09.2020;Łódzkie;5408
03.09.2020;Małopolskie;7838
03.09.2020;Mazowieckie;9685
03.09.2020;Opolskie;1660
03.09.2020;Podkarpackie;2539
03.09.2020;Podlaskie;1326
03.09.2020;Pomorskie;2664
03.09.2020;Śląskie;20681
03.09.2020;Świętokrzyskie;1479
03.09.2020;Warmińsko-mazurskie;937
03.09.2020;Wielkopolskie;5830
03.09.2020;Zachodniopomorskie;1153
04.09.2020;Dolnośląskie;4158
04.09.2020;Kujawsko-pomorskie;1428
04.09.2020;Lubelskie;1686
04.09.2020;Lubuskie;735
04.09.2020;Łódzkie;5451
04.09.2020;Małopolskie;7958
04.09.2020;Mazowieckie;9806
04.09.2020;Opolskie;1669
04.09.2020;Podkarpackie;2631
04.09.2020;Podlaskie;1334
04.09.2020;Pomorskie;2705
04.09.2020;Śląskie;20735
04.09.2020;Świętokrzyskie;1494
04.09.2020;Warmińsko-mazurskie;952
04.09.2020;Wielkopolskie;5923
04.09.2020;Zachodniopomorskie;1155
05.09.2020;Dolnośląskie;4181
05.09.2020;Kujawsko-pomorskie;1441
05.09.2020;Lubelskie;1701
05.09.2020;Lubuskie;749
05.09.2020;Łódzkie;5482
05.09.2020;Małopolskie;8078
05.09.2020;Mazowieckie;9874
05.09.2020;Opolskie;1678
05.09.2020;Podkarpackie;2689
05.09.2020;Podlaskie;1345
05.09.2020;Pomorskie;2747
05.09.2020;Śląskie;20783
05.09.2020;Świętokrzyskie;1520
05.09.2020;Warmińsko-mazurskie;968
05.09.2020;Wielkopolskie;5982
05.09.2020;Zachodniopomorskie;1169
06.09.2020;Dolnośląskie;4189
06.09.2020;Kujawsko-pomorskie;1460
06.09.2020;Lubelskie;1714
06.09.2020;Lubuskie;751
06.09.2020;Łódzkie;5502
06.09.2020;Małopolskie;8168
06.09.2020;Mazowieckie;9933
06.09.2020;Opolskie;1714
06.09.2020;Podkarpackie;2722
06.09.2020;Podlaskie;1359
06.09.2020;Pomorskie;2792
06.09.2020;Śląskie;20818
06.09.2020;Świętokrzyskie;1535
06.09.2020;Warmińsko-mazurskie;977
06.09.2020;Wielkopolskie;6017
06.09.2020;Zachodniopomorskie;1173
07.09.2020;Dolnośląskie;4195
07.09.2020;Kujawsko-pomorskie;1475
07.09.2020;Lubelskie;1727
07.09.2020;Lubuskie;752
07.09.2020;Łódzkie;5510
07.09.2020;Małopolskie;8256
07.09.2020;Mazowieckie;9958
07.09.2020;Opolskie;1719
07.09.2020;Podkarpackie;2745
07.09.2020;Podlaskie;1378
07.09.2020;Pomorskie;2812
07.09.2020;Śląskie;20849
07.09.2020;Świętokrzyskie;1544
07.09.2020;Warmińsko-mazurskie;992
07.09.2020;Wielkopolskie;6038
07.09.2020;Zachodniopomorskie;1176
08.09.2020;Dolnośląskie;4244
08.09.2020;Kujawsko-pomorskie;1483
08.09.2020;Lubelskie;1733
08.09.2020;Lubuskie;756
08.09.2020;Łódzkie;5522
08.09.2020;Małopolskie;8353
08.09.2020;Mazowieckie;10010
08.09.2020;Opolskie;1726
08.09.2020;Podkarpackie;2761
08.09.2020;Podlaskie;1387
08.09.2020;Pomorskie;2838
08.09.2020;Śląskie;20901
08.09.2020;Świętokrzyskie;1555
08.09.2020;Warmińsko-mazurskie;996
08.09.2020;Wielkopolskie;6069
08.09.2020;Zachodniopomorskie;1192
09.09.2020;Dolnośląskie;4278
09.09.2020;Kujawsko-pomorskie;1497
09.09.2020;Lubelskie;1752
09.09.2020;Lubuskie;762
09.09.2020;Łódzkie;5534
09.09.2020;Małopolskie;8420
09.09.2020;Mazowieckie;10071
09.09.2020;Opolskie;1738
09.09.2020;Podkarpackie;2783
09.09.2020;Podlaskie;1392
09.09.2020;Pomorskie;2876
09.09.2020;Śląskie;20958
09.09.2020;Świętokrzyskie;1572
09.09.2020;Warmińsko-mazurskie;1014
09.09.2020;Wielkopolskie;6097
09.09.2020;Zachodniopomorskie;1203
10.09.2020;Dolnośląskie;4298
10.09.2020;Kujawsko-pomorskie;1517
10.09.2020;Lubelskie;1773
10.09.2020;Lubuskie;768
10.09.2020;Łódzkie;5547
10.09.2020;Małopolskie;8519
10.09.2020;Mazowieckie;10139
10.09.2020;Opolskie;1762
10.09.2020;Podkarpackie;2800
10.09.2020;Podlaskie;1408
10.09.2020;Pomorskie;2908
10.09.2020;Śląskie;21009
10.09.2020;Świętokrzyskie;1590
10.09.2020;Warmińsko-mazurskie;1027
10.09.2020;Wielkopolskie;6173
10.09.2020;Zachodniopomorskie;1215
11.09.2020;Dolnośląskie;4345
11.09.2020;Kujawsko-pomorskie;1532
11.09.2020;Lubelskie;1799
11.09.2020;Lubuskie;773
11.09.2020;Łódzkie;5575
11.09.2020;Małopolskie;8635
11.09.2020;Mazowieckie;10217
11.09.2020;Opolskie;1778
11.09.2020;Podkarpackie;2846
11.09.2020;Podlaskie;1441
11.09.2020;Pomorskie;2947
11.09.2020;Śląskie;21054
11.09.2020;Świętokrzyskie;1605
11.09.2020;Warmińsko-mazurskie;1044
11.09.2020;Wielkopolskie;6230
11.09.2020;Zachodniopomorskie;1226
12.09.2020;Dolnośląskie;4356
12.09.2020;Kujawsko-pomorskie;1586
12.09.2020;Lubelskie;1828
12.09.2020;Lubuskie;780
12.09.2020;Łódzkie;5612
12.09.2020;Małopolskie;8728
12.09.2020;Mazowieckie;10281
12.09.2020;Opolskie;1792
12.09.2020;Podkarpackie;2885
12.09.2020;Podlaskie;1446
12.09.2020;Pomorskie;3026
12.09.2020;Śląskie;21126
12.09.2020;Świętokrzyskie;1622
12.09.2020;Warmińsko-mazurskie;1062
12.09.2020;Wielkopolskie;6280
12.09.2020;Zachodniopomorskie;1240
13.09.2020;Dolnośląskie;4372
13.09.2020;Kujawsko-pomorskie;1607
13.09.2020;Lubelskie;1854
13.09.2020;Lubuskie;786
13.09.2020;Łódzkie;5630
13.09.2020;Małopolskie;8794
13.09.2020;Mazowieckie;10366
13.09.2020;Opolskie;1797
13.09.2020;Podkarpackie;2918
13.09.2020;Podlaskie;1463
13.09.2020;Pomorskie;3081
13.09.2020;Śląskie;21179
13.09.2020;Świętokrzyskie;1635
13.09.2020;Warmińsko-mazurskie;1075
13.09.2020;Wielkopolskie;6353
13.09.2020;Zachodniopomorskie;1242
14.09.2020;Dolnośląskie;4381
14.09.2020;Kujawsko-pomorskie;1631
14.09.2020;Lubelskie;1858
14.09.2020;Lubuskie;791
14.09.2020;Łódzkie;5654
14.09.2020;Małopolskie;8846
14.09.2020;Mazowieckie;10427
14.09.2020;Opolskie;1823
14.09.2020;Podkarpackie;2959
14.09.2020;Podlaskie;1471
14.09.2020;Pomorskie;3127
14.09.2020;Śląskie;21224
14.09.2020;Świętokrzyskie;1639
14.09.2020;Warmińsko-mazurskie;1077
14.09.2020;Wielkopolskie;6376
14.09.2020;Zachodniopomorskie;1245
15.09.2020;Dolnośląskie;4441
15.09.2020;Kujawsko-pomorskie;1653
15.09.2020;Lubelskie;1880
15.09.2020;Lubuskie;796
15.09.2020;Łódzkie;5671
15.09.2020;Małopolskie;8966
15.09.2020;Mazowieckie;10525
15.09.2020;Opolskie;1851
15.09.2020;Podkarpackie;2979
15.09.2020;Podlaskie;1482
15.09.2020;Pomorskie;3168
15.09.2020;Śląskie;21286
15.09.2020;Świętokrzyskie;1672
15.09.2020;Warmińsko-mazurskie;1098
15.09.2020;Wielkopolskie;6404
15.09.2020;Zachodniopomorskie;1262
16.09.2020;Dolnośląskie;4488
16.09.2020;Kujawsko-pomorskie;1688
16.09.2020;Lubelskie;1922
16.09.2020;Lubuskie;800
16.09.2020;Łódzkie;5702
16.09.2020;Małopolskie;9077
16.09.2020;Mazowieckie;10595
16.09.2020;Opolskie;1870
16.09.2020;Podkarpackie;3013
16.09.2020;Podlaskie;1509
16.09.2020;Pomorskie;3221
16.09.2020;Śląskie;21348
16.09.2020;Świętokrzyskie;1680
16.09.2020;Warmińsko-mazurskie;1111
16.09.2020;Wielkopolskie;6424
16.09.2020;Zachodniopomorskie;1286
17.09.2020;Dolnośląskie;4513
17.09.2020;Kujawsko-pomorskie;1703
17.09.2020;Lubelskie;1925
17.09.2020;Lubuskie;804
17.09.2020;Łódzkie;5743
17.09.2020;Małopolskie;9201
17.09.2020;Mazowieckie;10763
17.09.2020;Opolskie;1889
17.09.2020;Podkarpackie;3054
17.09.2020;Podlaskie;1532
17.09.2020;Pomorskie;3355
17.09.2020;Śląskie;21412
17.09.2020;Świętokrzyskie;1712
17.09.2020;Warmińsko-mazurskie;1140
17.09.2020;Wielkopolskie;6498
17.09.2020;Zachodniopomorskie;1327
18.09.2020;Dolnośląskie;4550
18.09.2020;Kujawsko-pomorskie;1745
18.09.2020;Lubelskie;1964
18.09.2020;Lubuskie;819
18.09.2020;Łódzkie;5820
18.09.2020;Małopolskie;9293
18.09.2020;Mazowieckie;10851
18.09.2020;Opolskie;1908
18.09.2020;Podkarpackie;3101
18.09.2020;Podlaskie;1547
18.09.2020;Pomorskie;3428
18.09.2020;Śląskie;21477
18.09.2020;Świętokrzyskie;1739
18.09.2020;Warmińsko-mazurskie;1166
18.09.2020;Wielkopolskie;6573
18.09.2020;Zachodniopomorskie;1347
19.09.2020;Dolnośląskie;4633
19.09.2020;Kujawsko-pomorskie;1780
19.09.2020;Lubelskie;2086
19.09.2020;Lubuskie;827
19.09.2020;Łódzkie;5881
19.09.2020;Małopolskie;9442
19.09.2020;Mazowieckie;10939
19.09.2020;Opolskie;1943
19.09.2020;Podkarpackie;3170
19.09.2020;Podlaskie;1571
19.09.2020;Pomorskie;3524
19.09.2020;Śląskie;21541
19.09.2020;Świętokrzyskie;1760
19.09.2020;Warmińsko-mazurskie;1188
19.09.2020;Wielkopolskie;6667
19.09.2020;Zachodniopomorskie;1378
20.09.2020;Dolnośląskie;4678
20.09.2020;Kujawsko-pomorskie;1806
20.09.2020;Lubelskie;2121
20.09.2020;Lubuskie;837
20.09.2020;Łódzkie;5935
20.09.2020;Małopolskie;9545
20.09.2020;Mazowieckie;11103
20.09.2020;Opolskie;2027
20.09.2020;Podkarpackie;3232
20.09.2020;Podlaskie;1592
20.09.2020;Pomorskie;3579
20.09.2020;Śląskie;21615
20.09.2020;Świętokrzyskie;1778
20.09.2020;Warmińsko-mazurskie;1211
20.09.2020;Wielkopolskie;6790
20.09.2020;Zachodniopomorskie;1391
21.09.2020;Dolnośląskie;4687
21.09.2020;Kujawsko-pomorskie;1827
21.09.2020;Lubelskie;2169
21.09.2020;Lubuskie;852
21.09.2020;Łódzkie;6028
21.09.2020;Małopolskie;9628
21.09.2020;Mazowieckie;11223
21.09.2020;Opolskie;2097
21.09.2020;Podkarpackie;3290
21.09.2020;Podlaskie;1605
21.09.2020;Pomorskie;3669
21.09.2020;Śląskie;21660
21.09.2020;Świętokrzyskie;1786
21.09.2020;Warmińsko-mazurskie;1222
21.09.2020;Wielkopolskie;6842
21.09.2020;Zachodniopomorskie;1403
22.09.2020;Dolnośląskie;4734
22.09.2020;Kujawsko-pomorskie;1840
22.09.2020;Lubelskie;2190
22.09.2020;Lubuskie;860
22.09.2020;Łódzkie;6079
22.09.2020;Małopolskie;9740
22.09.2020;Mazowieckie;11331
22.09.2020;Opolskie;2125
22.09.2020;Podkarpackie;3320
22.09.2020;Podlaskie;1626
22.09.2020;Pomorskie;3752
22.09.2020;Śląskie;21732
22.09.2020;Świętokrzyskie;1807
22.09.2020;Warmińsko-mazurskie;1243
22.09.2020;Wielkopolskie;6878
22.09.2020;Zachodniopomorskie;1442
23.09.2020;Dolnośląskie;4780
23.09.2020;Kujawsko-pomorskie;1894
23.09.2020;Lubelskie;2236
23.09.2020;Lubuskie;877
23.09.2020;Łódzkie;6163
23.09.2020;Małopolskie;9875
23.09.2020;Mazowieckie;11495
23.09.2020;Opolskie;2149
23.09.2020;Podkarpackie;3344
23.09.2020;Podlaskie;1648
23.09.2020;Pomorskie;3866
23.09.2020;Śląskie;21814
23.09.2020;Świętokrzyskie;1843
23.09.2020;Warmińsko-mazurskie;1277
23.09.2020;Wielkopolskie;6954
23.09.2020;Zachodniopomorskie;1458
24.09.2020;Dolnośląskie;4838
24.09.2020;Kujawsko-pomorskie;1935
24.09.2020;Lubelskie;2294
24.09.2020;Lubuskie;897
24.09.2020;Łódzkie;6247
24.09.2020;Małopolskie;10058
24.09.2020;Mazowieckie;11644
24.09.2020;Opolskie;2168
24.09.2020;Podkarpackie;3406
24.09.2020;Podlaskie;1686
24.09.2020;Pomorskie;4009
24.09.2020;Śląskie;21924
24.09.2020;Świętokrzyskie;1879
24.09.2020;Warmińsko-mazurskie;1300
24.09.2020;Wielkopolskie;7038
24.09.2020;Zachodniopomorskie;1486
25.09.2020;Dolnośląskie;4890
25.09.2020;Kujawsko-pomorskie;2097
25.09.2020;Lubelskie;2353
25.09.2020;Lubuskie;912
25.09.2020;Łódzkie;6325
25.09.2020;Małopolskie;10299
25.09.2020;Mazowieckie;11939
25.09.2020;Opolskie;2206
25.09.2020;Podkarpackie;3461
25.09.2020;Podlaskie;1740
25.09.2020;Pomorskie;4137
25.09.2020;Śląskie;22050
25.09.2020;Świętokrzyskie;1931
25.09.2020;Warmińsko-mazurskie;1387
25.09.2020;Wielkopolskie;7122
25.09.2020;Zachodniopomorskie;1547
26.09.2020;Dolnośląskie;4953
26.09.2020;Kujawsko-pomorskie;2263
26.09.2020;Lubelskie;2413
26.09.2020;Lubuskie;924
26.09.2020;Łódzkie;6429
26.09.2020;Małopolskie;10558
26.09.2020;Mazowieckie;12085
26.09.2020;Opolskie;2238
26.09.2020;Podkarpackie;3533
26.09.2020;Podlaskie;1816
26.09.2020;Pomorskie;4288
26.09.2020;Śląskie;22191
26.09.2020;Świętokrzyskie;1972
26.09.2020;Warmińsko-mazurskie;1430
26.09.2020;Wielkopolskie;7289
26.09.2020;Zachodniopomorskie;1598
27.09.2020;Dolnośląskie;5002
27.09.2020;Kujawsko-pomorskie;2335
27.09.2020;Lubelskie;2490
27.09.2020;Lubuskie;930
27.09.2020;Łódzkie;6515
27.09.2020;Małopolskie;10710
27.09.2020;Mazowieckie;12278
27.09.2020;Opolskie;2254
27.09.2020;Podkarpackie;3603
27.09.2020;Podlaskie;1881
27.09.2020;Pomorskie;4479
27.09.2020;Śląskie;22284
27.09.2020;Świętokrzyskie;2011
27.09.2020;Warmińsko-mazurskie;1512
27.09.2020;Wielkopolskie;7391
27.09.2020;Zachodniopomorskie;1655
28.09.2020;Dolnośląskie;5030
28.09.2020;Kujawsko-pomorskie;2487
28.09.2020;Lubelskie;2577
28.09.2020;Lubuskie;969
28.09.2020;Łódzkie;6572
28.09.2020;Małopolskie;10844
28.09.2020;Mazowieckie;12430
28.09.2020;Opolskie;2289
28.09.2020;Podkarpackie;3676
28.09.2020;Podlaskie;1940
28.09.2020;Pomorskie;4629
28.09.2020;Śląskie;22367
28.09.2020;Świętokrzyskie;2029
28.09.2020;Warmińsko-mazurskie;1526
28.09.2020;Wielkopolskie;7591
28.09.2020;Zachodniopomorskie;1680
29.09.2020;Dolnośląskie;5094
29.09.2020;Kujawsko-pomorskie;2607
29.09.2020;Lubelskie;2606
29.09.2020;Lubuskie;985
29.09.2020;Łódzkie;6664
29.09.2020;Małopolskie;11011
29.09.2020;Mazowieckie;12581
29.09.2020;Opolskie;2325
29.09.2020;Podkarpackie;3791
29.09.2020;Podlaskie;1997
29.09.2020;Pomorskie;4756
29.09.2020;Śląskie;22491
29.09.2020;Świętokrzyskie;2068
29.09.2020;Warmińsko-mazurskie;1576
29.09.2020;Wielkopolskie;7672
29.09.2020;Zachodniopomorskie;1738
30.09.2020;Dolnośląskie;5163
30.09.2020;Kujawsko-pomorskie;2685
30.09.2020;Lubelskie;2688
30.09.2020;Lubuskie;1018
30.09.2020;Łódzkie;6751
30.09.2020;Małopolskie;11216
30.09.2020;Mazowieckie;12740
30.09.2020;Opolskie;2361
30.09.2020;Podkarpackie;3885
30.09.2020;Podlaskie;2054
30.09.2020;Pomorskie;4950
30.09.2020;Śląskie;22619
30.09.2020;Świętokrzyskie;2118
30.09.2020;Warmińsko-mazurskie;1643
30.09.2020;Wielkopolskie;7812
30.09.2020;Zachodniopomorskie;1811
01.10.2020;Dolnośląskie;5259
01.10.2020;Kujawsko-pomorskie;2864
01.10.2020;Lubelskie;2786
01.10.2020;Lubuskie;1046
01.10.2020;Łódzkie;6868
01.10.2020;Małopolskie;11501
01.10.2020;Mazowieckie;13008
01.10.2020;Opolskie;2382
01.10.2020;Podkarpackie;3992
01.10.2020;Podlaskie;2118
01.10.2020;Pomorskie;5130
01.10.2020;Śląskie;22767
01.10.2020;Świętokrzyskie;2161
01.10.2020;Warmińsko-mazurskie;1745
01.10.2020;Wielkopolskie;7985
01.10.2020;Zachodniopomorskie;1869
02.10.2020;Dolnośląskie;5360
02.10.2020;Kujawsko-pomorskie;3082
02.10.2020;Lubelskie;2883
02.10.2020;Lubuskie;1072
02.10.2020;Łódzkie;7008
02.10.2020;Małopolskie;11783
02.10.2020;Mazowieckie;13254
02.10.2020;Opolskie;2438
02.10.2020;Podkarpackie;4210
02.10.2020;Podlaskie;2204
02.10.2020;Pomorskie;5358
02.10.2020;Śląskie;22946
02.10.2020;Świętokrzyskie;2194
02.10.2020;Warmińsko-mazurskie;1817
02.10.2020;Wielkopolskie;8181
02.10.2020;Zachodniopomorskie;1983
03.10.2020;Dolnośląskie;5423
03.10.2020;Kujawsko-pomorskie;3192
03.10.2020;Lubelskie;2999
03.10.2020;Lubuskie;1128
03.10.2020;Łódzkie;7160
03.10.2020;Małopolskie;12073
03.10.2020;Mazowieckie;13531
03.10.2020;Opolskie;2491
03.10.2020;Podkarpackie;4351
03.10.2020;Podlaskie;2330
03.10.2020;Pomorskie;5602
03.10.2020;Śląskie;23167
03.10.2020;Świętokrzyskie;2350
03.10.2020;Warmińsko-mazurskie;1893
