Data;Wojewodztwo;Liczba ozdrowieńców
01.08.2020;Podkarpackie;6
01.08.2020;Podlaskie;3
01.08.2020;Pomorskie;0
01.08.2020;Śląskie;164
01.08.2020;Świętokrzyskie;2
01.08.2020;Warmińsko-Mazurskie;7
01.08.2020;Wielkopolskie;65
01.08.2020;Zachodniopomorskie;6
02.08.2020;Dolnośląskie;0
02.08.2020;Kujawsko-Pomorskie;0
02.08.2020;Lubelskie;1
02.08.2020;Lubuskie;1
02.08.2020;Łódzkie;34
02.08.2020;Małopolskie;19
02.08.2020;Mazowieckie;19
02.08.2020;Opolskie;19
02.08.2020;Podkarpackie;3
02.08.2020;Podlaskie;0
02.08.2020;Pomorskie;1
02.08.2020;Śląskie;60
02.08.2020;Świętokrzyskie;3
02.08.2020;Warmińsko-Mazurskie;4
02.08.2020;Wielkopolskie;10
02.08.2020;Zachodniopomorskie;4
03.08.2020;Dolnośląskie;0
03.08.2020;Kujawsko-Pomorskie;4
03.08.2020;Lubelskie;7
03.08.2020;Lubuskie;8
03.08.2020;Łódzkie;18
03.08.2020;Małopolskie;11
03.08.2020;Mazowieckie;39
03.08.2020;Opolskie;3
03.08.2020;Podkarpackie;11
03.08.2020;Podlaskie;0
03.08.2020;Pomorskie;1
03.08.2020;Śląskie;27
03.08.2020;Świętokrzyskie;6
03.08.2020;Warmińsko-Mazurskie;0
03.08.2020;Wielkopolskie;42
03.08.2020;Zachodniopomorskie;1
04.08.2020;Dolnośląskie;13
04.08.2020;Kujawsko-Pomorskie;1
04.08.2020;Lubelskie;1
04.08.2020;Lubuskie;2
04.08.2020;Łódzkie;40
04.08.2020;Małopolskie;25
04.08.2020;Mazowieckie;42
04.08.2020;Opolskie;8
04.08.2020;Podkarpackie;6
04.08.2020;Podlaskie;1
04.08.2020;Pomorskie;3
04.08.2020;Śląskie;94
04.08.2020;Świętokrzyskie;3
04.08.2020;Warmińsko-Mazurskie;5
04.08.2020;Wielkopolskie;20
04.08.2020;Zachodniopomorskie;1
05.08.2020;Dolnośląskie;10
05.08.2020;Kujawsko-Pomorskie;4
05.08.2020;Lubelskie;2
05.08.2020;Lubuskie;2
05.08.2020;Łódzkie;35
05.08.2020;Małopolskie;19
05.08.2020;Mazowieckie;29
05.08.2020;Opolskie;5
05.08.2020;Podkarpackie;3
05.08.2020;Podlaskie;8
05.08.2020;Pomorskie;6
05.08.2020;Śląskie;171
05.08.2020;Świętokrzyskie;4
05.08.2020;Warmińsko-Mazurskie;3
05.08.2020;Wielkopolskie;16
05.08.2020;Zachodniopomorskie;4
06.08.2020;Dolnośląskie;5
06.08.2020;Kujawsko-Pomorskie;6
06.08.2020;Lubelskie;7
06.08.2020;Lubuskie;2
06.08.2020;Łódzkie;55
06.08.2020;Małopolskie;23
06.08.2020;Mazowieckie;58
06.08.2020;Opolskie;3
06.08.2020;Podkarpackie;18
06.08.2020;Podlaskie;2
06.08.2020;Pomorskie;5
06.08.2020;Śląskie;180
06.08.2020;Świętokrzyskie;4
06.08.2020;Warmińsko-Mazurskie;3
06.08.2020;Wielkopolskie;28
06.08.2020;Zachodniopomorskie;0
07.08.2020;Dolnośląskie;10
07.08.2020;Kujawsko-Pomorskie;0
07.08.2020;Lubelskie;5
07.08.2020;Lubuskie;11
07.08.2020;Łódzkie;22
07.08.2020;Małopolskie;18
07.08.2020;Mazowieckie;62
07.08.2020;Opolskie;10
07.08.2020;Podkarpackie;16
07.08.2020;Podlaskie;3
07.08.2020;Pomorskie;3
07.08.2020;Śląskie;169
07.08.2020;Świętokrzyskie;0
07.08.2020;Warmińsko-Mazurskie;2
07.08.2020;Wielkopolskie;30
07.08.2020;Zachodniopomorskie;1
08.08.2020;Dolnośląskie;2
08.08.2020;Kujawsko-Pomorskie;2
08.08.2020;Lubuskie;19
08.08.2020;Łódzkie;27
08.08.2020;Małopolskie;21
08.08.2020;Mazowieckie;25
08.08.2020;Podkarpackie;3
08.08.2020;Podlaskie;0
08.08.2020;Pomorskie;2
08.08.2020;Śląskie;143
08.08.2020;Świętokrzyskie;2
08.08.2020;Warmińsko-Mazurskie;2
08.08.2020;Wielkopolskie;32
08.08.2020;Zachodniopomorskie;1
09.08.2020;Dolnośląskie;0
09.08.2020;Kujawsko-Pomorskie;0
09.08.2020;Lubelskie;16
09.08.2020;Lubuskie;4
09.08.2020;Łódzkie;9
09.08.2020;Małopolskie;5
09.08.2020;Mazowieckie;20
09.08.2020;Opolskie;5
09.08.2020;Podkarpackie;25
09.08.2020;Podlaskie;0
09.08.2020;Pomorskie;1
09.08.2020;Śląskie;61
09.08.2020;Świętokrzyskie;1
09.08.2020;Warmińsko-Mazurskie;2
09.08.2020;Wielkopolskie;32
09.08.2020;Zachodniopomorskie;5
10.08.2020;Dolnośląskie;1
10.08.2020;Kujawsko-Pomorskie;1
10.08.2020;Lubelskie;5
10.08.2020;Lubuskie;7
10.08.2020;Łódzkie;8
10.08.2020;Małopolskie;8
10.08.2020;Mazowieckie;56
10.08.2020;Opolskie;2
10.08.2020;Podkarpackie;34
10.08.2020;Podlaskie;0
10.08.2020;Pomorskie;8
10.08.2020;Śląskie;76
10.08.2020;Świętokrzyskie;3
10.08.2020;Warmińsko-Mazurskie;0
10.08.2020;Wielkopolskie;62
10.08.2020;Zachodniopomorskie;2
11.08.2020;Dolnośląskie;16
11.08.2020;Kujawsko-Pomorskie;5
11.08.2020;Lubelskie;5
11.08.2020;Lubuskie;2
11.08.2020;Łódzkie;72
11.08.2020;Małopolskie;86
11.08.2020;Mazowieckie;49
11.08.2020;Opolskie;11
11.08.2020;Podkarpackie;23
11.08.2020;Podlaskie;10
11.08.2020;Pomorskie;4
11.08.2020;Śląskie;143
11.08.2020;Świętokrzyskie;3
11.08.2020;Warmińsko-Mazurskie;2
11.08.2020;Wielkopolskie;28
11.08.2020;Zachodniopomorskie;2
12.08.2020;Dolnośląskie;19
12.08.2020;Kujawsko-Pomorskie;4
12.08.2020;Lubelskie;3
12.08.2020;Lubuskie;0
12.08.2020;Łódzkie;12
12.08.2020;Małopolskie;29
12.08.2020;Mazowieckie;44
12.08.2020;Opolskie;4
12.08.2020;Podkarpackie;25
12.08.2020;Podlaskie;24
12.08.2020;Pomorskie;7
12.08.2020;Śląskie;147
12.08.2020;Świętokrzyskie;1
12.08.2020;Warmińsko-Mazurskie;1
12.08.2020;Wielkopolskie;26
12.08.2020;Zachodniopomorskie;3
13.08.2020;Dolnośląskie;7
13.08.2020;Kujawsko-Pomorskie;11
13.08.2020;Lubelskie;9
13.08.2020;Lubuskie;4
13.08.2020;Łódzkie;60
13.08.2020;Małopolskie;32
13.08.2020;Mazowieckie;61
13.08.2020;Opolskie;3
13.08.2020;Podkarpackie;29
13.08.2020;Podlaskie;0
13.08.2020;Pomorskie;17
13.08.2020;Śląskie;148
13.08.2020;Świętokrzyskie;4
13.08.2020;Warmińsko-Mazurskie;5
13.08.2020;Wielkopolskie;6
13.08.2020;Zachodniopomorskie;5
14.08.2020;Dolnośląskie;22
14.08.2020;Kujawsko-Pomorskie;5
14.08.2020;Lubelskie;39
14.08.2020;Lubuskie;21
14.08.2020;Łódzkie;39
14.08.2020;Małopolskie;32
14.08.2020;Mazowieckie;78
14.08.2020;Opolskie;5
14.08.2020;Podkarpackie;55
14.08.2020;Podlaskie;3
14.08.2020;Pomorskie;8
14.08.2020;Śląskie;158
14.08.2020;Świętokrzyskie;1
14.08.2020;Warmińsko-Mazurskie;0
14.08.2020;Wielkopolskie;22
14.08.2020;Zachodniopomorskie;3
15.08.2020;Dolnośląskie;7
15.08.2020;Kujawsko-Pomorskie;3
15.08.2020;Lubelskie;7
15.08.2020;Lubuskie;12
15.08.2020;Łódzkie;9
15.08.2020;Małopolskie;50
15.08.2020;Mazowieckie;23
15.08.2020;Opolskie;8
15.08.2020;Podkarpackie;43
15.08.2020;Podlaskie;3
15.08.2020;Pomorskie;5
15.08.2020;Śląskie;84
15.08.2020;Świętokrzyskie;2
15.08.2020;Warmińsko-Mazurskie;11
15.08.2020;Wielkopolskie;7
15.08.2020;Zachodniopomorskie;3
16.08.2020;Dolnośląskie;0
16.08.2020;Kujawsko-Pomorskie;0
16.08.2020;Lubelskie;15
16.08.2020;Lubuskie;9
16.08.2020;Łódzkie;27
16.08.2020;Małopolskie;10
16.08.2020;Mazowieckie;20
16.08.2020;Opolskie;10
16.08.2020;Podkarpackie;14
16.08.2020;Podlaskie;0
16.08.2020;Pomorskie;1
16.08.2020;Śląskie;87
16.08.2020;Świętokrzyskie;3
16.08.2020;Warmińsko-Mazurskie;6
16.08.2020;Wielkopolskie;23
16.08.2020;Zachodniopomorskie;4
17.08.2020;Dolnośląskie;0
17.08.2020;Kujawsko-Pomorskie;4
17.08.2020;Lubelskie;6
17.08.2020;Lubuskie;7
17.08.2020;Łódzkie;18
17.08.2020;Małopolskie;21
17.08.2020;Mazowieckie;31
17.08.2020;Opolskie;10
17.08.2020;Podkarpackie;16
17.08.2020;Podlaskie;0
17.08.2020;Pomorskie;4
17.08.2020;Śląskie;70
17.08.2020;Świętokrzyskie;2
17.08.2020;Warmińsko-Mazurskie;1
17.08.2020;Wielkopolskie;92
17.08.2020;Zachodniopomorskie;2
18.08.2020;Dolnośląskie;25
18.08.2020;Kujawsko-Pomorskie;2
18.08.2020;Lubelskie;12
18.08.2020;Lubuskie;12
18.08.2020;Łódzkie;19
18.08.2020;Małopolskie;66
18.08.2020;Mazowieckie;50
18.08.2020;Opolskie;5
18.08.2020;Podkarpackie;13
18.08.2020;Podlaskie;12
18.08.2020;Pomorskie;0
18.08.2020;Śląskie;192
18.08.2020;Świętokrzyskie;6
18.08.2020;Warmińsko-Mazurskie;11
18.08.2020;Wielkopolskie;28
18.08.2020;Zachodniopomorskie;3
19.08.2020;Dolnośląskie;16
19.08.2020;Kujawsko-Pomorskie;7
19.08.2020;Lubelskie;9
19.08.2020;Lubuskie;7
19.08.2020;Łódzkie;6
19.08.2020;Małopolskie;38
19.08.2020;Mazowieckie;34
19.08.2020;Opolskie;20
19.08.2020;Podkarpackie;13
19.08.2020;Podlaskie;13
19.08.2020;Pomorskie;4
19.08.2020;Śląskie;175
19.08.2020;Świętokrzyskie;9
19.08.2020;Warmińsko-Mazurskie;1
19.08.2020;Wielkopolskie;21
19.08.2020;Zachodniopomorskie;9
20.08.2020;Dolnośląskie;9
20.08.2020;Kujawsko-Pomorskie;9
20.08.2020;Lubelskie;22
20.08.2020;Lubuskie;5
20.08.2020;Łódzkie;49
20.08.2020;Małopolskie;94
20.08.2020;Mazowieckie;66
20.08.2020;Opolskie;7
20.08.2020;Podkarpackie;29
20.08.2020;Podlaskie;3
20.08.2020;Pomorskie;20
20.08.2020;Śląskie;177
20.08.2020;Świętokrzyskie;18
20.08.2020;Warmińsko-Mazurskie;4
20.08.2020;Wielkopolskie;31
20.08.2020;Zachodniopomorskie;5
21.08.2020;Dolnośląskie;21
21.08.2020;Kujawsko-Pomorskie;13
21.08.2020;Lubelskie;7
21.08.2020;Lubuskie;34
21.08.2020;Łódzkie;41
21.08.2020;Małopolskie;88
21.08.2020;Mazowieckie;64
21.08.2020;Opolskie;28
21.08.2020;Podkarpackie;27
21.08.2020;Podlaskie;6
21.08.2020;Pomorskie;8
21.08.2020;Śląskie;196
21.08.2020;Świętokrzyskie;12
21.08.2020;Warmińsko-Mazurskie;1
21.08.2020;Wielkopolskie;78
21.08.2020;Zachodniopomorskie;8
22.08.2020;Dolnośląskie;10
22.08.2020;Kujawsko-Pomorskie;2
22.08.2020;Lubelskie;13
22.08.2020;Lubuskie;0
22.08.2020;Łódzkie;40
22.08.2020;Małopolskie;116
22.08.2020;Mazowieckie;34
22.08.2020;Opolskie;19
22.08.2020;Podkarpackie;11
22.08.2020;Podlaskie;0
22.08.2020;Pomorskie;9
22.08.2020;Śląskie;226
22.08.2020;Świętokrzyskie;3
22.08.2020;Warmińsko-Mazurskie;0
22.08.2020;Wielkopolskie;25
22.08.2020;Zachodniopomorskie;5
23.08.2020;Dolnośląskie;19
23.08.2020;Kujawsko-Pomorskie;1
23.08.2020;Lubelskie;6
23.08.2020;Lubuskie;17
23.08.2020;Łódzkie;18
23.08.2020;Małopolskie;26
23.08.2020;Mazowieckie;25
23.08.2020;Opolskie;14
23.08.2020;Podkarpackie;8
23.08.2020;Podlaskie;0
23.08.2020;Pomorskie;5
23.08.2020;Śląskie;81
23.08.2020;Świętokrzyskie;5
23.08.2020;Warmińsko-Mazurskie;8
23.08.2020;Wielkopolskie;30
23.08.2020;Zachodniopomorskie;9
24.08.2020;Dolnośląskie;14
24.08.2020;Kujawsko-Pomorskie;10
24.08.2020;Lubelskie;8
24.08.2020;Lubuskie;27
24.08.2020;Łódzkie;3
24.08.2020;Małopolskie;53
24.08.2020;Mazowieckie;37
24.08.2020;Opolskie;12
24.08.2020;Podkarpackie;21
24.08.2020;Podlaskie;0
24.08.2020;Pomorskie;6
24.08.2020;Śląskie;100
24.08.2020;Świętokrzyskie;7
24.08.2020;Warmińsko-Mazurskie;2
24.08.2020;Wielkopolskie;26
24.08.2020;Zachodniopomorskie;10
25.08.2020;Dolnośląskie;23
25.08.2020;Kujawsko-Pomorskie;4
25.08.2020;Lubelskie;26
25.08.2020;Lubuskie;14
25.08.2020;Łódzkie;52
25.08.2020;Małopolskie;132
25.08.2020;Mazowieckie;73
25.08.2020;Opolskie;2
25.08.2020;Podkarpackie;12
25.08.2020;Podlaskie;27
25.08.2020;Pomorskie;21
25.08.2020;Śląskie;176
25.08.2020;Świętokrzyskie;9
25.08.2020;Warmińsko-Mazurskie;5
25.08.2020;Wielkopolskie;33
25.08.2020;Zachodniopomorskie;6
26.08.2020;Dolnośląskie;5
26.08.2020;Kujawsko-Pomorskie;23
26.08.2020;Lubelskie;29
26.08.2020;Lubuskie;11
26.08.2020;Łódzkie;48
26.08.2020;Małopolskie;179
26.08.2020;Mazowieckie;31
26.08.2020;Opolskie;23
26.08.2020;Podkarpackie;19
26.08.2020;Podlaskie;8
26.08.2020;Pomorskie;14
26.08.2020;Śląskie;189
26.08.2020;Świętokrzyskie;7
26.08.2020;Warmińsko-Mazurskie;9
26.08.2020;Wielkopolskie;99
26.08.2020;Zachodniopomorskie;4
27.08.2020;Dolnośląskie;16
27.08.2020;Kujawsko-Pomorskie;9
27.08.2020;Lubelskie;36
27.08.2020;Lubuskie;15
27.08.2020;Łódzkie;27
27.08.2020;Małopolskie;74
27.08.2020;Mazowieckie;85
27.08.2020;Opolskie;10
27.08.2020;Podkarpackie;22
27.08.2020;Podlaskie;4
27.08.2020;Pomorskie;12
27.08.2020;Śląskie;283
27.08.2020;Świętokrzyskie;33
27.08.2020;Warmińsko-Mazurskie;12
27.08.2020;Wielkopolskie;40
27.08.2020;Zachodniopomorskie;10
28.08.2020;Dolnośląskie;68
28.08.2020;Kujawsko-Pomorskie;2
28.08.2020;Lubelskie;20
28.08.2020;Lubuskie;29
28.08.2020;Łódzkie;97
28.08.2020;Małopolskie;69
28.08.2020;Mazowieckie;100
28.08.2020;Opolskie;19
28.08.2020;Podkarpackie;24
28.08.2020;Podlaskie;12
28.08.2020;Pomorskie;35
28.08.2020;Śląskie;215
28.08.2020;Świętokrzyskie;3
28.08.2020;Warmińsko-Mazurskie;5
28.08.2020;Wielkopolskie;44
28.08.2020;Zachodniopomorskie;9
29.08.2020;Dolnośląskie;17
29.08.2020;Kujawsko-Pomorskie;3
29.08.2020;Lubelskie;17
29.08.2020;Lubuskie;14
29.08.2020;Łódzkie;78
29.08.2020;Małopolskie;193
29.08.2020;Mazowieckie;59
29.08.2020;Opolskie;8
29.08.2020;Podkarpackie;20
29.08.2020;Podlaskie;11
29.08.2020;Pomorskie;26
29.08.2020;Śląskie;156
29.08.2020;Świętokrzyskie;8
29.08.2020;Warmińsko-Mazurskie;16
29.08.2020;Wielkopolskie;24
29.08.2020;Zachodniopomorskie;6
30.08.2020;Dolnośląskie;15
30.08.2020;Kujawsko-Pomorskie;0
30.08.2020;Lubelskie;8
30.08.2020;Lubuskie;13
30.08.2020;Łódzkie;33
30.08.2020;Małopolskie;129
30.08.2020;Mazowieckie;20
30.08.2020;Opolskie;7
30.08.2020;Podkarpackie;33
30.08.2020;Podlaskie;0
30.08.2020;Pomorskie;21
30.08.2020;Śląskie;108
30.08.2020;Świętokrzyskie;6
30.08.2020;Warmińsko-Mazurskie;10
30.08.2020;Wielkopolskie;31
30.08.2020;Zachodniopomorskie;12
31.08.2020;Dolnośląskie;2
31.08.2020;Kujawsko-Pomorskie;3
31.08.2020;Lubelskie;15
31.08.2020;Lubuskie;8
31.08.2020;Łódzkie;9
31.08.2020;Małopolskie;114
31.08.2020;Mazowieckie;64
31.08.2020;Opolskie;10
31.08.2020;Podkarpackie;49
31.08.2020;Podlaskie;0
31.08.2020;Pomorskie;6
31.08.2020;Śląskie;68
31.08.2020;Świętokrzyskie;0
31.08.2020;Warmińsko-Mazurskie;14
31.08.2020;Wielkopolskie;27
31.08.2020;Zachodniopomorskie;3
01.09.2020;Dolnośląskie;14
01.09.2020;Kujawsko-Pomorskie;7
01.09.2020;Lubelskie;26
01.09.2020;Lubuskie;12
01.09.2020;Łódzkie;58
01.09.2020;Małopolskie;191
01.09.2020;Mazowieckie;91
01.09.2020;Opolskie;19
01.09.2020;Podkarpackie;22
01.09.2020;Podlaskie;6
01.09.2020;Pomorskie;99
01.09.2020;Śląskie;208
01.09.2020;Świętokrzyskie;11
01.09.2020;Warmińsko-Mazurskie;6
01.09.2020;Wielkopolskie;53
01.09.2020;Zachodniopomorskie;12
02.09.2020;Dolnośląskie;36
02.09.2020;Kujawsko-Pomorskie;7
02.09.2020;Lubelskie;12
02.09.2020;Lubuskie;8
02.09.2020;Łódzkie;22
02.09.2020;Małopolskie;225
02.09.2020;Mazowieckie;65
02.09.2020;Opolskie;14
02.09.2020;Podkarpackie;39
02.09.2020;Podlaskie;17
02.09.2020;Pomorskie;22
02.09.2020;Śląskie;184
02.09.2020;Świętokrzyskie;7
02.09.2020;Warmińsko-Mazurskie;4
02.09.2020;Wielkopolskie;61
02.09.2020;Zachodniopomorskie;5
03.09.2020;Dolnośląskie;17
03.09.2020;Kujawsko-Pomorskie;6
03.09.2020;Lubelskie;32
03.09.2020;Lubuskie;77
03.09.2020;Łódzkie;40
03.09.2020;Małopolskie;234
03.09.2020;Mazowieckie;197
03.09.2020;Opolskie;7
03.09.2020;Podkarpackie;103
03.09.2020;Podlaskie;14
03.09.2020;Pomorskie;46
03.09.2020;Śląskie;209
03.09.2020;Świętokrzyskie;11
03.09.2020;Warmińsko-Mazurskie;28
03.09.2020;Wielkopolskie;198
03.09.2020;Zachodniopomorskie;8
04.09.2020;Dolnośląskie;140
04.09.2020;Kujawsko-Pomorskie;62
04.09.2020;Lubelskie;139
04.09.2020;Lubuskie;15
04.09.2020;Łódzkie;31
04.09.2020;Małopolskie;408
04.09.2020;Mazowieckie;401
04.09.2020;Opolskie;71
04.09.2020;Podkarpackie;202
04.09.2020;Podlaskie;10
04.09.2020;Pomorskie;16
04.09.2020;Śląskie;533
04.09.2020;Świętokrzyskie;101
04.09.2020;Warmińsko-Mazurskie;124
04.09.2020;Wielkopolskie;237
04.09.2020;Zachodniopomorskie;36
05.09.2020;Dolnośląskie;90
05.09.2020;Kujawsko-Pomorskie;15
05.09.2020;Lubelskie;32
05.09.2020;Lubuskie;6
05.09.2020;Łódzkie;49
05.09.2020;Małopolskie;516
05.09.2020;Mazowieckie;74
05.09.2020;Opolskie;117
05.09.2020;Podkarpackie;96
05.09.2020;Podlaskie;10
05.09.2020;Pomorskie;194
05.09.2020;Śląskie;390
05.09.2020;Świętokrzyskie;10
05.09.2020;Warmińsko-Mazurskie;89
05.09.2020;Wielkopolskie;140
05.09.2020;Zachodniopomorskie;82
06.09.2020;Dolnośląskie;8
06.09.2020;Kujawsko-Pomorskie;42
06.09.2020;Lubelskie;15
06.09.2020;Lubuskie;14
06.09.2020;Łódzkie;58
06.09.2020;Małopolskie;246
06.09.2020;Mazowieckie;37
06.09.2020;Opolskie;34
06.09.2020;Podkarpackie;51
06.09.2020;Podlaskie;0
06.09.2020;Pomorskie;5
06.09.2020;Śląskie;180
06.09.2020;Świętokrzyskie;0
06.09.2020;Warmińsko-Mazurskie;27
06.09.2020;Wielkopolskie;107
06.09.2020;Zachodniopomorskie;33
07.09.2020;Dolnośląskie;30
07.09.2020;Kujawsko-Pomorskie;19
07.09.2020;Lubelskie;18
07.09.2020;Lubuskie;12
07.09.2020;Łódzkie;57
07.09.2020;Małopolskie;110
07.09.2020;Mazowieckie;61
07.09.2020;Opolskie;13
07.09.2020;Podkarpackie;59
07.09.2020;Podlaskie;0
07.09.2020;Pomorskie;144
07.09.2020;Śląskie;59
07.09.2020;Świętokrzyskie;9
07.09.2020;Warmińsko-Mazurskie;23
07.09.2020;Wielkopolskie;170
07.09.2020;Zachodniopomorskie;13
08.09.2020;Dolnośląskie;55
08.09.2020;Kujawsko-Pomorskie;12
08.09.2020;Lubelskie;26
08.09.2020;Lubuskie;9
08.09.2020;Łódzkie;101
08.09.2020;Małopolskie;370
08.09.2020;Mazowieckie;177
08.09.2020;Opolskie;18
08.09.2020;Podkarpackie;87
08.09.2020;Podlaskie;0
08.09.2020;Pomorskie;95
08.09.2020;Śląskie;91
08.09.2020;Świętokrzyskie;15
08.09.2020;Warmińsko-Mazurskie;12
08.09.2020;Wielkopolskie;147
08.09.2020;Zachodniopomorskie;10
09.09.2020;Dolnośląskie;119
09.09.2020;Kujawsko-Pomorskie;24
09.09.2020;Lubelskie;39
09.09.2020;Lubuskie;4
09.09.2020;Łódzkie;39
09.09.2020;Małopolskie;160
09.09.2020;Mazowieckie;104
09.09.2020;Opolskie;11
09.09.2020;Podkarpackie;40
09.09.2020;Podlaskie;26
09.09.2020;Pomorskie;106
09.09.2020;Śląskie;116
09.09.2020;Świętokrzyskie;13
09.09.2020;Warmińsko-Mazurskie;6
09.09.2020;Wielkopolskie;106
09.09.2020;Zachodniopomorskie;21
10.09.2020;Dolnośląskie;9
10.09.2020;Kujawsko-Pomorskie;20
10.09.2020;Lubelskie;16
10.09.2020;Lubuskie;11
10.09.2020;Łódzkie;57
10.09.2020;Małopolskie;142
10.09.2020;Mazowieckie;75
10.09.2020;Opolskie;23
10.09.2020;Podkarpackie;17
10.09.2020;Podlaskie;4
10.09.2020;Pomorskie;70
10.09.2020;Śląskie;164
10.09.2020;Świętokrzyskie;19
10.09.2020;Warmińsko-Mazurskie;31
10.09.2020;Wielkopolskie;112
10.09.2020;Zachodniopomorskie;9
11.09.2020;Dolnośląskie;16
11.09.2020;Kujawsko-Pomorskie;13
11.09.2020;Lubelskie;39
11.09.2020;Lubuskie;12
11.09.2020;Łódzkie;48
11.09.2020;Małopolskie;232
11.09.2020;Mazowieckie;113
11.09.2020;Opolskie;5
11.09.2020;Podkarpackie;41
11.09.2020;Podlaskie;20
11.09.2020;Pomorskie;63
11.09.2020;Śląskie;169
11.09.2020;Świętokrzyskie;31
11.09.2020;Warmińsko-Mazurskie;6
11.09.2020;Wielkopolskie;63
11.09.2020;Zachodniopomorskie;6
12.09.2020;Dolnośląskie;24
12.09.2020;Kujawsko-Pomorskie;7
12.09.2020;Lubelskie;22
12.09.2020;Lubuskie;13
12.09.2020;Łódzkie;31
12.09.2020;Małopolskie;97
12.09.2020;Mazowieckie;58
12.09.2020;Opolskie;14
12.09.2020;Podkarpackie;60
12.09.2020;Podlaskie;0
12.09.2020;Pomorskie;275
12.09.2020;Śląskie;179
12.09.2020;Świętokrzyskie;2
12.09.2020;Warmińsko-Mazurskie;11
12.09.2020;Wielkopolskie;136
12.09.2020;Zachodniopomorskie;5
13.09.2020;Dolnośląskie;0
13.09.2020;Kujawsko-Pomorskie;4
13.09.2020;Lubelskie;18
13.09.2020;Lubuskie;5
13.09.2020;Łódzkie;58
13.09.2020;Małopolskie;59
13.09.2020;Mazowieckie;27
13.09.2020;Opolskie;6
13.09.2020;Podkarpackie;32
13.09.2020;Podlaskie;0
13.09.2020;Pomorskie;20
13.09.2020;Śląskie;64
13.09.2020;Świętokrzyskie;97
13.09.2020;Warmińsko-Mazurskie;2
13.09.2020;Wielkopolskie;29
13.09.2020;Zachodniopomorskie;17
14.09.2020;Dolnośląskie;12
14.09.2020;Kujawsko-Pomorskie;31
14.09.2020;Lubelskie;32
14.09.2020;Lubuskie;18
14.09.2020;Łódzkie;83
14.09.2020;Małopolskie;53
14.09.2020;Mazowieckie;74
14.09.2020;Opolskie;5
14.09.2020;Podkarpackie;53
14.09.2020;Podlaskie;0
14.09.2020;Pomorskie;22
14.09.2020;Śląskie;20
14.09.2020;Świętokrzyskie;0
14.09.2020;Warmińsko-Mazurskie;0
14.09.2020;Wielkopolskie;45
14.09.2020;Zachodniopomorskie;3
15.09.2020;Dolnośląskie;24
15.09.2020;Kujawsko-Pomorskie;9
15.09.2020;Lubelskie;18
15.09.2020;Lubuskie;8
15.09.2020;Łódzkie;38
15.09.2020;Małopolskie;95
15.09.2020;Mazowieckie;100
15.09.2020;Opolskie;7
15.09.2020;Podkarpackie;45
15.09.2020;Podlaskie;8
15.09.2020;Pomorskie;22
15.09.2020;Śląskie;69
15.09.2020;Świętokrzyskie;17
15.09.2020;Warmińsko-Mazurskie;18
15.09.2020;Wielkopolskie;68
15.09.2020;Zachodniopomorskie;16
16.09.2020;Dolnośląskie;10
16.09.2020;Kujawsko-Pomorskie;7
16.09.2020;Lubelskie;28
16.09.2020;Lubuskie;1
16.09.2020;Łódzkie;77
16.09.2020;Małopolskie;155
16.09.2020;Mazowieckie;92
16.09.2020;Opolskie;39
16.09.2020;Podkarpackie;49
16.09.2020;Podlaskie;7
16.09.2020;Pomorskie;0
16.09.2020;Śląskie;50
16.09.2020;Świętokrzyskie;16
16.09.2020;Warmińsko-Mazurskie;13
16.09.2020;Wielkopolskie;53
16.09.2020;Zachodniopomorskie;18
17.09.2020;Dolnośląskie;17
17.09.2020;Kujawsko-Pomorskie;33
17.09.2020;Lubelskie;22
17.09.2020;Lubuskie;7
17.09.2020;Łódzkie;32
17.09.2020;Małopolskie;180
17.09.2020;Mazowieckie;46
17.09.2020;Opolskie;10
17.09.2020;Podkarpackie;30
17.09.2020;Podlaskie;3
17.09.2020;Pomorskie;44
17.09.2020;Śląskie;94
17.09.2020;Świętokrzyskie;9
17.09.2020;Warmińsko-Mazurskie;1
17.09.2020;Wielkopolskie;29
17.09.2020;Zachodniopomorskie;30
18.09.2020;Dolnośląskie;21
18.09.2020;Kujawsko-Pomorskie;8
18.09.2020;Lubelskie;15
18.09.2020;Lubuskie;3
18.09.2020;Łódzkie;9
18.09.2020;Małopolskie;234
18.09.2020;Mazowieckie;83
18.09.2020;Opolskie;9
18.09.2020;Podkarpackie;42
18.09.2020;Podlaskie;4
18.09.2020;Pomorskie;36
18.09.2020;Śląskie;41
18.09.2020;Świętokrzyskie;9
18.09.2020;Warmińsko-Mazurskie;3
18.09.2020;Wielkopolskie;21
18.09.2020;Zachodniopomorskie;11
19.09.2020;Dolnośląskie;7
19.09.2020;Kujawsko-Pomorskie;5
19.09.2020;Lubelskie;10
19.09.2020;Lubuskie;5
19.09.2020;Łódzkie;24
19.09.2020;Małopolskie;140
19.09.2020;Mazowieckie;74
19.09.2020;Opolskie;15
19.09.2020;Podkarpackie;21
19.09.2020;Podlaskie;3
19.09.2020;Pomorskie;34
19.09.2020;Śląskie;45
19.09.2020;Świętokrzyskie;0
19.09.2020;Warmińsko-Mazurskie;9
19.09.2020;Wielkopolskie;38
19.09.2020;Zachodniopomorskie;10
20.09.2020;Dolnośląskie;34
20.09.2020;Kujawsko-Pomorskie;0
20.09.2020;Lubelskie;4
20.09.2020;Lubuskie;3
20.09.2020;Łódzkie;7
